"Equipment-General Operating Fund-Office of Supportive Housing-Bakeshop, Dining Room and Kitchen",504
Materials and Supplies-General Operating Fund-Office of Supportive Housing-Building and Construction,19461
Purchase of Services-General Operating Fund-Office of Supportive Housing-Cleaning and Laundering,34999
Purchase of Services-General Operating Fund-Office of Supportive Housing-Commercial off-shelf Comp Software,5103
Equipment-General Operating Fund-Office of Supportive Housing-Computer Equipment & Peripherals,43238
Materials and Supplies-General Operating Fund-Office of Supportive Housing-Cordage and Fibers,93
Materials and Supplies-General Operating Fund-Office of Supportive Housing-Dry Goods/notions/wearing Apparel,19440
Personal Services-General Operating Fund-Office of Supportive Housing-Dual/relief-full time-civilian,4760
Purchase of Services-General Operating Fund-Office of Supportive Housing-Dues,545
Materials and Supplies-General Operating Fund-Office of Supportive Housing-Electrical and Communication,5141
Equipment-General Operating Fund-Office of Supportive Housing-Electrical Lighting Communication,9108
Materials and Supplies-General Operating Fund-Office of Supportive Housing-Fire Fighting and Safety,10068
Materials and Supplies-General Operating Fund-Office of Supportive Housing-Food,2459
Materials and Supplies-General Operating Fund-Office of Supportive Housing-Fuel -- Heating and Lighting,7500
Equipment-General Operating Fund-Office of Supportive Housing-Furniture and Furnishings,115283
Materials and Supplies-General Operating Fund-Office of Supportive Housing-General Equipment and Machinery,89
Materials and Supplies-General Operating Fund-Office of Supportive Housing-General Hardware and Minor Tools,5139
Purchase of Services-General Operating Fund-Office of Supportive Housing-Ground and Building Rental,2725050
"Personal Services-General Operating Fund-Office of Supportive Housing-Holiday ""G""(2/3 Shifts)",35980
Materials and Supplies-General Operating Fund-Office of Supportive Housing-Hospital and Laboratory,10744
Equipment-General Operating Fund-Office of Supportive Housing-Hospital and Laboratory,4329
Purchase of Services-General Operating Fund-Office of Supportive Housing-Information Technology-prof Service,95770
Purchase of Services-General Operating Fund-Office of Supportive Housing-Insurance and official Bonds,373
"Materials and Supplies-General Operating Fund-Office of Supportive Housing-Janitorial, Laundry and Household",36378
Purchase of Services-General Operating Fund-Office of Supportive Housing-Licenses Permits Inspection Charges,50
Purchase of Services-General Operating Fund-Office of Supportive Housing-Maint/support-computr Hardware/soft,2225
Purchase of Services-General Operating Fund-Office of Supportive Housing-Meals-non-travel & officl Entertain,1403
Purchase of Services-General Operating Fund-Office of Supportive Housing-Mental Health & Retardation Service,16000
Equipment-General Operating Fund-Office of Supportive Housing-Office Equipment,1220
Materials and Supplies-General Operating Fund-Office of Supportive Housing-Office Materials and Supplies,29612
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Office of Supportive Housing-Other Non-automotive",30000
Personal Services-General Operating Fund-Office of Supportive Housing-Overtime-civilian,208385
Purchase of Services-General Operating Fund-Office of Supportive Housing-Payments For Care of Individuals,28159370
Personal Services-General Operating Fund-Office of Supportive Housing-Perm Full Time-civilian,7371926
Materials and Supplies-General Operating Fund-Office of Supportive Housing-Plumbing/air Conditioning/space Htg,105
Equipment-General Operating Fund-Office of Supportive Housing-Plumbing/air Conditioning/space Htg,1900
Personal Services-General Operating Fund-Office of Supportive Housing-Plus/minus Gross Adj,140648
Purchase of Services-General Operating Fund-Office of Supportive Housing-Postage,4447
"Equipment-General Operating Fund-Office of Supportive Housing-Precision, Photographic and Artists",230
"Materials and Supplies-General Operating Fund-Office of Supportive Housing-Precision, Photographic and Artists",11759
Materials and Supplies-General Operating Fund-Office of Supportive Housing-Printing,5336
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Office of Supportive Housing-Prisoner Inmate & Resident Payments",30899
Purchase of Services-General Operating Fund-Office of Supportive Housing-Professional Consult/spec Services,5658250
Materials and Supplies-General Operating Fund-Office of Supportive Housing-Recreational and Educational,1742
Purchase of Services-General Operating Fund-Office of Supportive Housing-Rents,38765
Purchase of Services-General Operating Fund-Office of Supportive Housing-Repair and Maintenance Charges,46688
Personal Services-General Operating Fund-Office of Supportive Housing-Salary Control,97744
Purchase of Services-General Operating Fund-Office of Supportive Housing-Seminar and Training Sessions,10858
Personal Services-General Operating Fund-Office of Supportive Housing-Shift,14331
Personal Services-General Operating Fund-Office of Supportive Housing-Sick Pay(b Time)-civilian,4076
Purchase of Services-General Operating Fund-Office of Supportive Housing-Telephone,23493
Purchase of Services-General Operating Fund-Office of Supportive Housing-Transportation,42991
Equipment-Grants Revenue Fund-Office of Supportive Housing-Computer Equipment & Peripherals,62580
Materials and Supplies-Grants Revenue Fund-Office of Supportive Housing-Food,914121
Purchase of Services-Grants Revenue Fund-Office of Supportive Housing-Ground and Building Rental,82294
"Personal Services-Grants Revenue Fund-Office of Supportive Housing-Holiday ""G""(2/3 Shifts)",102
Purchase of Services-Grants Revenue Fund-Office of Supportive Housing-Information Technology-prof Service,620156
Personal Services-Grants Revenue Fund-Office of Supportive Housing-Overtime-civilian,867
Purchase of Services-Grants Revenue Fund-Office of Supportive Housing-Payments For Care of Individuals,4993906
Personal Services-Grants Revenue Fund-Office of Supportive Housing-Perm Full Time-civilian,392641
Personal Services-Grants Revenue Fund-Office of Supportive Housing-Plus/minus Gross Adj,2002
Purchase of Services-Grants Revenue Fund-Office of Supportive Housing-Professional Consult/spec Services,22762181
Purchase of Services-Grants Revenue Fund-Office of Supportive Housing-Repair and Maintenance Charges,7278
Personal Services-Grants Revenue Fund-Office of Supportive Housing-Salary Control,17
Personal Services-Grants Revenue Fund-Office of Supportive Housing-Shift,11
Purchase of Services-Grants Revenue Fund-Office of Supportive Housing-Transportation,36000
Materials and Supplies-General Operating Fund-Fleet Management-#2 Diesel Fuel,8255917
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Fleet Management-Auto - Motor Vehicle",45000
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Fleet Management-Auto-motor Vehicle/non-punitive Dam",11061
"Equipment-General Operating Fund-Fleet Management-Bakeshop, Dining Room and Kitchen",738
Materials and Supplies-General Operating Fund-Fleet Management-Books and Other Publications,66509
Materials and Supplies-General Operating Fund-Fleet Management-Building and Construction,162149
Materials and Supplies-General Operating Fund-Fleet Management-Chemicals and Gases,145554
Purchase of Services-General Operating Fund-Fleet Management-Cleaning and Laundering,61920
Equipment-General Operating Fund-Fleet Management-Computer Equipment & Peripherals,16916
"Equipment-General Operating Fund-Fleet Management-Construction, Dredging, Conveying",2296
Materials and Supplies-General Operating Fund-Fleet Management-Dry Goods/notions/wearing Apparel,128986
Personal Services-General Operating Fund-Fleet Management-Dual/relief-full time-civilian,1293366
Purchase of Services-General Operating Fund-Fleet Management-Dues,2168
Materials and Supplies-General Operating Fund-Fleet Management-Electrical and Communication,1999
Equipment-General Operating Fund-Fleet Management-Electrical Lighting Communication,3077
Materials and Supplies-General Operating Fund-Fleet Management-Fire Fighting and Safety,10479
Equipment-General Operating Fund-Fleet Management-Furniture and Furnishings,26215
Materials and Supplies-General Operating Fund-Fleet Management-Gasoline,11198152
Equipment-General Operating Fund-Fleet Management-General Equipment and Machinery,148277
Materials and Supplies-General Operating Fund-Fleet Management-General Hardware and Minor Tools,32653
"Personal Services-General Operating Fund-Fleet Management-Holiday ""G""(2/3 Shift) Dual/relief",12242
"Personal Services-General Operating Fund-Fleet Management-Holiday ""G""(2/3 Shifts)",123127
Materials and Supplies-General Operating Fund-Fleet Management-Hospital and Laboratory,3024
Purchase of Services-General Operating Fund-Fleet Management-Information Technology-prof Service,170181
Purchase of Services-General Operating Fund-Fleet Management-Insurance and official Bonds,11666
Purchase of Services-General Operating Fund-Fleet Management-Janitorial Services,219332
"Materials and Supplies-General Operating Fund-Fleet Management-Janitorial, Laundry and Household",67743
Purchase of Services-General Operating Fund-Fleet Management-Lease Purchase -- Vehicles,4483192
Purchase of Services-General Operating Fund-Fleet Management-Licenses Permits Inspection Charges,76130
Materials and Supplies-General Operating Fund-Fleet Management-Lubricants,541768
Materials and Supplies-General Operating Fund-Fleet Management-Motor Vehicle Parts and Accessories,8291548
Equipment-General Operating Fund-Fleet Management-Office Equipment,2935
Materials and Supplies-General Operating Fund-Fleet Management-Office Materials and Supplies,26316
Personal Services-General Operating Fund-Fleet Management-Overtime-civilian,2637613
Personal Services-General Operating Fund-Fleet Management-Overtime/shift-dual/relief,265241
Personal Services-General Operating Fund-Fleet Management-Perm Full Time-civilian,11141337
Materials and Supplies-General Operating Fund-Fleet Management-Plumbing/air Conditioning/space Htg,906
Personal Services-General Operating Fund-Fleet Management-Plus/minus Gross Adj,122939
Purchase of Services-General Operating Fund-Fleet Management-Postage,971
"Materials and Supplies-General Operating Fund-Fleet Management-Precision, Photographic and Artists",19065
Materials and Supplies-General Operating Fund-Fleet Management-Printing,367
Purchase of Services-General Operating Fund-Fleet Management-Professional Consult/spec Services,333255
Personal Services-General Operating Fund-Fleet Management-Reg 32-rate 1,30
Purchase of Services-General Operating Fund-Fleet Management-Rental of Parking Spaces,369988
Purchase of Services-General Operating Fund-Fleet Management-Rents,100081
Purchase of Services-General Operating Fund-Fleet Management-Repair and Maintenance Charges,3498660
Personal Services-General Operating Fund-Fleet Management-Salary Control,113445
Purchase of Services-General Operating Fund-Fleet Management-Seminar and Training Sessions,9112
Personal Services-General Operating Fund-Fleet Management-Shift,68992
Personal Services-General Operating Fund-Fleet Management-Sick Pay(b Time)-civilian,30517
Materials and Supplies-General Operating Fund-Fleet Management-Small Power Tools and Hand Tools,80600
Purchase of Services-General Operating Fund-Fleet Management-Telephone,2723
Personal Services-General Operating Fund-Fleet Management-Temporary/seasonal,31455
Purchase of Services-General Operating Fund-Fleet Management-Transportation,6000
Equipment-General Operating Fund-Fleet Management-Vehicles -- Motor and Motorless,8064994
Materials and Supplies-Water Operating Fund-Fleet Management-#2 Diesel Fuel,1248706
Materials and Supplies-Water Operating Fund-Fleet Management-Books and Other Publications,5073
Materials and Supplies-Water Operating Fund-Fleet Management-Building and Construction,6904
Materials and Supplies-Water Operating Fund-Fleet Management-Chemicals and Gases,5499
Purchase of Services-Water Operating Fund-Fleet Management-Cleaning and Laundering,2919
Equipment-Water Operating Fund-Fleet Management-Computer Equipment & Peripherals,17236
Materials and Supplies-Water Operating Fund-Fleet Management-Dry Goods/notions/wearing Apparel,2766
Personal Services-Water Operating Fund-Fleet Management-Dual/relief-full time-civilian,221922
Materials and Supplies-Water Operating Fund-Fleet Management-Fire Fighting and Safety,2111
Equipment-Water Operating Fund-Fleet Management-Furniture and Furnishings,20122
Materials and Supplies-Water Operating Fund-Fleet Management-Gasoline,1120288
Equipment-Water Operating Fund-Fleet Management-General Equipment and Machinery,29932
Materials and Supplies-Water Operating Fund-Fleet Management-General Hardware and Minor Tools,6858
"Personal Services-Water Operating Fund-Fleet Management-Holiday ""G""(2/3 Shift) Dual/relief",146
"Personal Services-Water Operating Fund-Fleet Management-Holiday ""G""(2/3 Shifts)",4231
Purchase of Services-Water Operating Fund-Fleet Management-Information Technology-prof Service,37918
Purchase of Services-Water Operating Fund-Fleet Management-Insurance and official Bonds,4084
Purchase of Services-Water Operating Fund-Fleet Management-Janitorial Services,41599
"Materials and Supplies-Water Operating Fund-Fleet Management-Janitorial, Laundry and Household",62
Purchase of Services-Water Operating Fund-Fleet Management-Licenses Permits Inspection Charges,3340
Materials and Supplies-Water Operating Fund-Fleet Management-Lubricants,84630
Materials and Supplies-Water Operating Fund-Fleet Management-Motor Vehicle Parts and Accessories,1664704
Personal Services-Water Operating Fund-Fleet Management-Overtime-civilian,420736
Personal Services-Water Operating Fund-Fleet Management-Overtime/shift-dual/relief,46631
Personal Services-Water Operating Fund-Fleet Management-Perm Full Time-civilian,1734059
Personal Services-Water Operating Fund-Fleet Management-Plus/minus Gross Adj,33596
Purchase of Services-Water Operating Fund-Fleet Management-Professional Consult/spec Services,16647
Purchase of Services-Water Operating Fund-Fleet Management-Rental of Parking Spaces,118588
Purchase of Services-Water Operating Fund-Fleet Management-Rents,5868
Purchase of Services-Water Operating Fund-Fleet Management-Repair and Maintenance Charges,1207171
Personal Services-Water Operating Fund-Fleet Management-Salary Control,22991
Personal Services-Water Operating Fund-Fleet Management-Shift,13426
Personal Services-Water Operating Fund-Fleet Management-Sick Pay(b Time)-civilian,239
Materials and Supplies-Water Operating Fund-Fleet Management-Small Power Tools and Hand Tools,10935
Purchase of Services-Water Operating Fund-Fleet Management-Telephone,653
Personal Services-Water Operating Fund-Fleet Management-Temporary/seasonal,23307
Materials and Supplies-Airport Operating Fund-Fleet Management-#2 Diesel Fuel,436265
Materials and Supplies-Airport Operating Fund-Fleet Management-Building and Construction,1303
Materials and Supplies-Airport Operating Fund-Fleet Management-Chemicals and Gases,1879
Purchase of Services-Airport Operating Fund-Fleet Management-Cleaning and Laundering,4722
Equipment-Airport Operating Fund-Fleet Management-Computer Equipment & Peripherals,5292
Materials and Supplies-Airport Operating Fund-Fleet Management-Dry Goods/notions/wearing Apparel,871
Personal Services-Airport Operating Fund-Fleet Management-Dual/relief-full time-civilian,56034
Equipment-Airport Operating Fund-Fleet Management-Furniture and Furnishings,2522
Materials and Supplies-Airport Operating Fund-Fleet Management-Gasoline,340922
Equipment-Airport Operating Fund-Fleet Management-General Equipment and Machinery,27253
Materials and Supplies-Airport Operating Fund-Fleet Management-General Hardware and Minor Tools,1222
"Personal Services-Airport Operating Fund-Fleet Management-Holiday ""G""(2/3 Shifts)",12103
Materials and Supplies-Airport Operating Fund-Fleet Management-Hospital and Laboratory,150
Purchase of Services-Airport Operating Fund-Fleet Management-Information Technology-prof Service,13574
Purchase of Services-Airport Operating Fund-Fleet Management-Insurance and official Bonds,660
Purchase of Services-Airport Operating Fund-Fleet Management-Janitorial Services,2965
Purchase of Services-Airport Operating Fund-Fleet Management-Licenses Permits Inspection Charges,2164
Materials and Supplies-Airport Operating Fund-Fleet Management-Lubricants,12534
Materials and Supplies-Airport Operating Fund-Fleet Management-Motor Vehicle Parts and Accessories,607859
Equipment-Airport Operating Fund-Fleet Management-Office Equipment,613
Materials and Supplies-Airport Operating Fund-Fleet Management-Office Materials and Supplies,21
Personal Services-Airport Operating Fund-Fleet Management-Overtime-civilian,332621
Personal Services-Airport Operating Fund-Fleet Management-Overtime/shift-dual/relief,3495
Personal Services-Airport Operating Fund-Fleet Management-Perm Full Time-civilian,811608
Personal Services-Airport Operating Fund-Fleet Management-Plus/minus Gross Adj,3501
Purchase of Services-Airport Operating Fund-Fleet Management-Professional Consult/spec Services,194
Purchase of Services-Airport Operating Fund-Fleet Management-Rental of Parking Spaces,2790
Purchase of Services-Airport Operating Fund-Fleet Management-Rents,4359
Purchase of Services-Airport Operating Fund-Fleet Management-Repair and Maintenance Charges,518039
Personal Services-Airport Operating Fund-Fleet Management-Salary Control,200
Purchase of Services-Airport Operating Fund-Fleet Management-Seminar and Training Sessions,80
Personal Services-Airport Operating Fund-Fleet Management-Shift,7053
Personal Services-Airport Operating Fund-Fleet Management-Sick Pay(b Time)-civilian,958
Materials and Supplies-Airport Operating Fund-Fleet Management-Small Power Tools and Hand Tools,13892
Purchase of Services-Airport Operating Fund-Fleet Management-Telephone,523
Equipment-Airport Operating Fund-Fleet Management-Vehicles -- Motor and Motorless,212123
Purchase of Services-General Operating Fund-Licenses & Inspections-Advertising/Promotional Activities,12385
Equipment-General Operating Fund-Licenses & Inspections-Agricultural and Botanical,1556
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Licenses & Inspections-Auto - Motor Vehicle",12500
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Licenses & Inspections-Auto-motor Vehicle/non-punitive Dam",19188
"Materials and Supplies-General Operating Fund-Licenses & Inspections-Bakeshop, Dining Room and Kitchen",182
Personal Services-General Operating Fund-Licenses & Inspections-Board,1500
Materials and Supplies-General Operating Fund-Licenses & Inspections-Books and Other Publications,16881
Materials and Supplies-General Operating Fund-Licenses & Inspections-Building and Construction,50875
Purchase of Services-General Operating Fund-Licenses & Inspections-Cleaning and Laundering,225
Equipment-General Operating Fund-Licenses & Inspections-Computer Equipment & Peripherals,13942
"Equipment-General Operating Fund-Licenses & Inspections-Construction, Dredging, Conveying",265
Purchase of Services-General Operating Fund-Licenses & Inspections-Court Reporters,17785
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Licenses & Inspections-Demolition Damages",132500
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Licenses & Inspections-Demolition Damages-non-punitive",127500
Purchase of Services-General Operating Fund-Licenses & Inspections-Demolition of Buildings,8906444
Materials and Supplies-General Operating Fund-Licenses & Inspections-Dry Goods/notions/wearing Apparel,22612
Personal Services-General Operating Fund-Licenses & Inspections-Dual/relief-full time-civilian,269488
Purchase of Services-General Operating Fund-Licenses & Inspections-Dues,4970
Materials and Supplies-General Operating Fund-Licenses & Inspections-Electrical and Communication,2404
Equipment-General Operating Fund-Licenses & Inspections-Electrical Lighting Communication,460
"Contributions, Indemnities, Refunds, Taxes-General Operating Fund-Licenses & Inspections-Employee Claims-nonworkcomp/non-pun",254
Materials and Supplies-General Operating Fund-Licenses & Inspections-Fire Fighting and Safety,4771
Equipment-General Operating Fund-Licenses & Inspections-Furniture and Furnishings,4644
Materials and Supplies-General Operating Fund-Licenses & Inspections-General Hardware and Minor Tools,3108
Purchase of Services-General Operating Fund-Licenses & Inspections-Ground and Building Rental,3500
"Personal Services-General Operating Fund-Licenses & Inspections-Holiday ""G""(2/3 Shifts)",7801
Materials and Supplies-General Operating Fund-Licenses & Inspections-Hospital and Laboratory,264
Purchase of Services-General Operating Fund-Licenses & Inspections-Information Technology-prof Service,6438
Purchase of Services-General Operating Fund-Licenses & Inspections-Janitorial Services,28250
"Materials and Supplies-General Operating Fund-Licenses & Inspections-Janitorial, Laundry and Household",7211
Purchase of Services-General Operating Fund-Licenses & Inspections-Maint/support-computr Hardware/soft,8743
Equipment-General Operating Fund-Licenses & Inspections-Office Equipment,3965
Materials and Supplies-General Operating Fund-Licenses & Inspections-Office Materials and Supplies,83394
Personal Services-General Operating Fund-Licenses & Inspections-Overtime-civilian,864430
Personal Services-General Operating Fund-Licenses & Inspections-Overtime/shift-dual/relief,35918
Personal Services-General Operating Fund-Licenses & Inspections-Perm Full Time-civilian,13095583
Personal Services-General Operating Fund-Licenses & Inspections-Plus/minus Gross Adj,381844
Purchase of Services-General Operating Fund-Licenses & Inspections-Postage,166
"Equipment-General Operating Fund-Licenses & Inspections-Precision, Photographic and Artists",5310
"Materials and Supplies-General Operating Fund-Licenses & Inspections-Precision, Photographic and Artists",42265
Materials and Supplies-General Operating Fund-Licenses & Inspections-Printing,33269
Purchase of Services-General Operating Fund-Licenses & Inspections-Professional Consult/spec Services,548207
Purchase of Services-General Operating Fund-Licenses & Inspections-Purchase Services-imprest Advances,694
Materials and Supplies-General Operating Fund-Licenses & Inspections-Recreational and Educational,1634
Purchase of Services-General Operating Fund-Licenses & Inspections-Rental of Parking Spaces,46689
Purchase of Services-General Operating Fund-Licenses & Inspections-Rents,18752
Purchase of Services-General Operating Fund-Licenses & Inspections-Repair and Maintenance Charges,266047
Personal Services-General Operating Fund-Licenses & Inspections-Salary Control,249723
Purchase of Services-General Operating Fund-Licenses & Inspections-Seminar and Training Sessions,79042
Personal Services-General Operating Fund-Licenses & Inspections-Shift,2863
Personal Services-General Operating Fund-Licenses & Inspections-Sick Pay(b Time)-civilian,37170
Materials and Supplies-General Operating Fund-Licenses & Inspections-Small Power Tools and Hand Tools,4558
Purchase of Services-General Operating Fund-Licenses & Inspections-Telephone,429
Personal Services-General Operating Fund-Licenses & Inspections-Temporary/seasonal,56616
Purchase of Services-General Operating Fund-Licenses & Inspections-Transportation,151194
Purchase of Services-Grants Revenue Fund-Licenses & Inspections-Demolition of Buildings,162807
"Personal Services-Community Development Fund-Licenses & Inspections-Holiday ""G""(2/3 Shifts)",2997
Personal Services-Community Development Fund-Licenses & Inspections-Overtime-civilian,125800
Personal Services-Community Development Fund-Licenses & Inspections-Perm Full Time-civilian,351457
Personal Services-Community Development Fund-Licenses & Inspections-Plus/minus Gross Adj,7833
Personal Services-Community Development Fund-Licenses & Inspections-Shift,766
Personal Services-Community Development Fund-Licenses & Inspections-Sick Pay(b Time)-civilian,1451
Personal Services-General Operating Fund-Board of Licenses & Inspections-Board,32710
Purchase of Services-General Operating Fund-Board of Licenses & Inspections-Court Reporters,8365
Personal Services-General Operating Fund-Board of Licenses & Inspections-Overtime-civilian,377
Personal Services-General Operating Fund-Board of Licenses & Inspections-Perm Full Time-civilian,91964
Personal Services-General Operating Fund-Board of Licenses & Inspections-Plus/minus Gross Adj,170
Personal Services-General Operating Fund-Board of Licenses & Inspections-Shift,7
Materials and Supplies-Water Operating Fund-Water-#2 Diesel Fuel,210900
Purchase of Services-Water Operating Fund-Water-Abatement of Other Nuisances,8563937
Purchase of Services-Water Operating Fund-Water-Accounting and Auditing Services,22260
Purchase of Services-Water Operating Fund-Water-Advertising/Promotional Activities,68578
Materials and Supplies-Water Operating Fund-Water-Agricultural and Botanical,3789
Equipment-Water Operating Fund-Water-Agricultural and Botanical,37992
"Materials and Supplies-Water Operating Fund-Water-Animal, Livestock and Marine Life",144
Purchase of Services-Water Operating Fund-Water-Arbitration Fees,283387
Purchase of Services-Water Operating Fund-Water-Architectural & Engineering Srvcs,2036726
"Contributions, Indemnities, Refunds, Taxes-Water Operating Fund-Water-Auto - Motor Vehicle",224418
"Contributions, Indemnities, Refunds, Taxes-Water Operating Fund-Water-Auto-motor Vehicle/non-punitive Dam",58003
"Materials and Supplies-Water Operating Fund-Water-Bakeshop, Dining Room and Kitchen",816
"Equipment-Water Operating Fund-Water-Bakeshop, Dining Room and Kitchen",14317
Materials and Supplies-Water Operating Fund-Water-Books and Other Publications,43828
Materials and Supplies-Water Operating Fund-Water-Building and Construction,1928149
Materials and Supplies-Water Operating Fund-Water-Chemicals and Gases,24503043
"Contributions, Indemnities, Refunds, Taxes-Water Operating Fund-Water-Civil Rights",63600
Purchase of Services-Water Operating Fund-Water-Cleaning and Laundering,29375
"Contributions, Indemnities, Refunds, Taxes-Water Operating Fund-Water-Clogged Sewers-non-punitive Damages",62938
Purchase of Services-Water Operating Fund-Water-Commercial off-shelf Comp Software,54228
Equipment-Water Operating Fund-Water-Computer Equipment & Peripherals,1283
"Equipment-Water Operating Fund-Water-Construction, Dredging, Conveying",904
Materials and Supplies-Water Operating Fund-Water-Cordage and Fibers,1331
Materials and Supplies-Water Operating Fund-Water-Dry Goods/notions/wearing Apparel,439316
Personal Services-Water Operating Fund-Water-Dual/relief-full time-civilian,1840790
Purchase of Services-Water Operating Fund-Water-Dues,566545
Purchase of Services-Water Operating Fund-Water-Electric Current-structures/streets,21440579
Materials and Supplies-Water Operating Fund-Water-Electrical and Communication,1548089
Equipment-Water Operating Fund-Water-Electrical Lighting Communication,451477
Purchase of Services-Water Operating Fund-Water-Employee Relocation Expenses,5464
Equipment-Water Operating Fund-Water-Fire Fighting and Emergency,16695
Materials and Supplies-Water Operating Fund-Water-Fire Fighting and Safety,997987
Materials and Supplies-Water Operating Fund-Water-Food,192
Materials and Supplies-Water Operating Fund-Water-Fuel -- Heating and Lighting,376260
Equipment-Water Operating Fund-Water-Furniture and Furnishings,758704
Purchase of Services-Water Operating Fund-Water-Gas Services,3561030
Materials and Supplies-Water Operating Fund-Water-Gasoline,167800
Materials and Supplies-Water Operating Fund-Water-General Equipment and Machinery,2869806
Equipment-Water Operating Fund-Water-General Equipment and Machinery,374182
Materials and Supplies-Water Operating Fund-Water-General Hardware and Minor Tools,363009
"Contributions, Indemnities, Refunds, Taxes-Water Operating Fund-Water-Highway Falls",1431037
"Personal Services-Water Operating Fund-Water-Holiday ""G""(2/3 Shift) Dual/relief",553
"Personal Services-Water Operating Fund-Water-Holiday ""G""(2/3 Shifts)",403111
Materials and Supplies-Water Operating Fund-Water-Hospital and Laboratory,572237
Equipment-Water Operating Fund-Water-Hospital and Laboratory,547998
Purchase of Services-Water Operating Fund-Water-Information Technology-prof Service,200450
Purchase of Services-Water Operating Fund-Water-Insurance and official Bonds,100870
Equipment-Water Operating Fund-Water-Janitorial and Laundry,22514
Purchase of Services-Water Operating Fund-Water-Janitorial Services,83664
"Materials and Supplies-Water Operating Fund-Water-Janitorial, Laundry and Household",271390
Purchase of Services-Water Operating Fund-Water-Lease Payments-phila Municipal Auth,26867752
Purchase of Services-Water Operating Fund-Water-Legal Services,94857
Purchase of Services-Water Operating Fund-Water-Licenses Permits Inspection Charges,113074
Materials and Supplies-Water Operating Fund-Water-Liquid Propane Gas (LPG),38079
Materials and Supplies-Water Operating Fund-Water-Lubricants,38192
Purchase of Services-Water Operating Fund-Water-Maint/support-computr Hardware/soft,611101
Materials and Supplies-Water Operating Fund-Water-Materials & Supplies Control,4808
Purchase of Services-Water Operating Fund-Water-Meals-non-travel & officl Entertain,10736
Materials and Supplies-Water Operating Fund-Water-Motor Vehicle Parts and Accessories,43661
Materials and Supplies-Water Operating Fund-Water-Nautical and Aeronautical,6112
Equipment-Water Operating Fund-Water-Office Equipment,16766
Materials and Supplies-Water Operating Fund-Water-Office Materials and Supplies,204307
Equipment-Water Operating Fund-Water-Other Equipment (Noc),4957
Materials and Supplies-Water Operating Fund-Water-Other Materials and Supplies (Noc),121
"Contributions, Indemnities, Refunds, Taxes-Water Operating Fund-Water-Other Non-automotive",573313
"Contributions, Indemnities, Refunds, Taxes-Water Operating Fund-Water-Other Non-automotive",60000
"Contributions, Indemnities, Refunds, Taxes-Water Operating Fund-Water-Other Non-automotive/non-punitive",77655
"Contributions, Indemnities, Refunds, Taxes-Water Operating Fund-Water-Other Water Cases",14024
"Contributions, Indemnities, Refunds, Taxes-Water Operating Fund-Water-Other Water Cases-non-punitive Dam",22562
Personal Services-Water Operating Fund-Water-Overtime-civilian,13288142
Personal Services-Water Operating Fund-Water-Overtime/shift-dual/relief,25101
Personal Services-Water Operating Fund-Water-Overtime/shift-uniform,17450
Materials and Supplies-Water Operating Fund-Water-Parking Meter and Water Meter,470019
Payments to Other Funds-Water Operating Fund-Water-Payments To Capital Projects Fund,20193500
Payments to Other Funds-Water Operating Fund-Water-Payments To General Fund,7714419
Payments to Other Funds-Water Operating Fund-Water-Payments To Water Rate Stab,22924772
Payments to Other Funds-Water Operating Fund-Water-Payments To Water Residual Fund,24828548
Personal Services-Water Operating Fund-Water-Perm Full Time-civilian,71183382
"Contributions, Indemnities, Refunds, Taxes-Water Operating Fund-Water-Personal Injury",5000
Materials and Supplies-Water Operating Fund-Water-Plumbing/air Conditioning/space Htg,3718940
Equipment-Water Operating Fund-Water-Plumbing/air Conditioning/space Htg,60366
Personal Services-Water Operating Fund-Water-Plus/minus Gross Adj,798365
Purchase of Services-Water Operating Fund-Water-Postage,160605
"Equipment-Water Operating Fund-Water-Precision, Photographic and Artists",111324
"Materials and Supplies-Water Operating Fund-Water-Precision, Photographic and Artists",1603063
Materials and Supplies-Water Operating Fund-Water-Printing,283932
Purchase of Services-Water Operating Fund-Water-Professional Consult/spec Services,36432179
Purchase of Services-Water Operating Fund-Water-Purchase of Services Control,45
Purchase of Services-Water Operating Fund-Water-Purchase Services-imprest Advances,28200
Materials and Supplies-Water Operating Fund-Water-Recreational and Educational,16638
Equipment-Water Operating Fund-Water-Recreational and Educational,177
Purchase of Services-Water Operating Fund-Water-Refuse/garbage/silt/sludge Removal,3061700
Personal Services-Water Operating Fund-Water-Reg 32-rate 1,23
Purchase of Services-Water Operating Fund-Water-Rent/Lease-Purchase Computer Equipment,6720
Purchase of Services-Water Operating Fund-Water-Rents,961635
Purchase of Services-Water Operating Fund-Water-Repair and Maintenance Charges,7186697
Purchase of Services-Water Operating Fund-Water-Repaving Repairing & Resurf Streets,1302921
Personal Services-Water Operating Fund-Water-Salary Control,485167
Purchase of Services-Water Operating Fund-Water-Seminar and Training Sessions,214041
Personal Services-Water Operating Fund-Water-Shift,199316
