FY,Character_Title,Fund_Title,Department_Title,SubObjTitle,budget
2013,Materials and Supplies,Grants Revenue Fund,Free Library,Office Materials and Supplies,166224.59
2013,Materials and Supplies,General Operating Fund,Health,Office Materials and Supplies,321150.59
2013,Materials and Supplies,Grants Revenue Fund,Health,Office Materials and Supplies,65831.27
2013,Materials and Supplies,Acute Care Hospital Assessment Fund,Health,Office Materials and Supplies,3527.94
2013,Materials and Supplies,General Operating Fund,Historical Commission,Office Materials and Supplies,802.32
2013,Materials and Supplies,Grants Revenue Fund,Historical Commission,Office Materials and Supplies,2043.84
2013,Materials and Supplies,General Operating Fund,Human Services,Office Materials and Supplies,68380.69
2013,Materials and Supplies,Grants Revenue Fund,Human Services,Office Materials and Supplies,220279.24
2013,Materials and Supplies,General Operating Fund,Law,Office Materials and Supplies,56707.82
2013,Materials and Supplies,Water Operating Fund,Law,Office Materials and Supplies,9466.8
2013,Materials and Supplies,Airport Operating Fund,Law,Office Materials and Supplies,6787.2
2013,Materials and Supplies,General Operating Fund,Licenses & Inspections,Office Materials and Supplies,67663.38
2013,Materials and Supplies,General Operating Fund,Managing Director,Office Materials and Supplies,37483.02
2013,Materials and Supplies,Grants Revenue Fund,Managing Director,Office Materials and Supplies,6651.41
2013,Materials and Supplies,General Operating Fund,Mayor-Office of The Inspector General,Office Materials and Supplies,3986.54
2013,Materials and Supplies,General Operating Fund,Mayor's Office,Office Materials and Supplies,12287.64
2013,Materials and Supplies,Grants Revenue Fund,Mayor's Office,Office Materials and Supplies,8338.95
2013,Materials and Supplies,Grants Revenue Fund,Mayor's Office of Transportation,Office Materials and Supplies,1044.06
2013,Materials and Supplies,Grants Revenue Fund,Mayor's Office-Community Services,Office Materials and Supplies,15164.65
2013,Materials and Supplies,General Operating Fund,Mayor's Office-Labor Relations,Office Materials and Supplies,992
2013,Materials and Supplies,General Operating Fund,MDO-Office of Technology,Office Materials and Supplies,79146.58
2013,Materials and Supplies,Grants Revenue Fund,MDO-Office of Technology,Office Materials and Supplies,1000
2013,Materials and Supplies,General Operating Fund,Office of Arts & Culture,Office Materials and Supplies,1075.29
2013,Materials and Supplies,Community Development Fund,Office of Housing,Office Materials and Supplies,70591.51
2013,Materials and Supplies,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Office Materials and Supplies,86433.21
2013,Materials and Supplies,General Operating Fund,Office of Property Assessments,Office Materials and Supplies,53173
2013,Materials and Supplies,General Operating Fund,Office of Supportive Housing,Office Materials and Supplies,33675.36
2013,Materials and Supplies,General Operating Fund,Personnel,Office Materials and Supplies,16317.55
2013,Materials and Supplies,General Operating Fund,Police,Office Materials and Supplies,557422.75
2013,Materials and Supplies,Grants Revenue Fund,Police,Office Materials and Supplies,3949.85
2013,Materials and Supplies,General Operating Fund,Prisons,Office Materials and Supplies,148497.97
2013,Materials and Supplies,General Operating Fund,Procurement,Office Materials and Supplies,18057.14
2013,Materials and Supplies,General Operating Fund,Public Property,Office Materials and Supplies,39258.52
2013,Materials and Supplies,General Operating Fund,Records,Office Materials and Supplies,44225.51
2013,Materials and Supplies,General Operating Fund,Recreation,Office Materials and Supplies,51347.01
2013,Materials and Supplies,Grants Revenue Fund,Recreation,Office Materials and Supplies,12698.98
2013,Materials and Supplies,General Operating Fund,Register of Wills,Office Materials and Supplies,18379.62
2013,Materials and Supplies,General Operating Fund,Revenue,Office Materials and Supplies,196233.31
2013,Materials and Supplies,Water Operating Fund,Revenue,Office Materials and Supplies,345275.43
2013,Materials and Supplies,General Operating Fund,Sheriff,Office Materials and Supplies,14352.65
2013,Materials and Supplies,General Operating Fund,Streets,Office Materials and Supplies,104124.92
2013,Materials and Supplies,Water Operating Fund,Water,Office Materials and Supplies,219232.1
2013,Materials and Supplies,General Operating Fund,Youth Commission,Office Materials and Supplies,246.8
2013,Equipment,General Operating Fund,1st Judicial District,Other Equipment (Noc),327474
2013,Equipment,Grants Revenue Fund,1st Judicial District,Other Equipment (Noc),124673.86
2013,Equipment,General Operating Fund,Health,Other Equipment (Noc),12184
2013,Purchase of Services,General Operating Fund,1st Judicial District,Other Expenses (Not Otherwise Classified),14218221.69
2013,Purchase of Services,Grants Revenue Fund,1st Judicial District,Other Expenses (Not Otherwise Classified),4970524.11
2013,Purchase of Services,General Operating Fund,Board of Ethics,Other Expenses (Not Otherwise Classified),2292.67
2013,Purchase of Services,Grants Revenue Fund,City Commissioners,Other Expenses (Not Otherwise Classified),1773
2013,Purchase of Services,Airport Operating Fund,Commerce,Other Expenses (Not Otherwise Classified),3981
2013,Purchase of Services,General Operating Fund,District Attorney,Other Expenses (Not Otherwise Classified),53092.35
2013,Purchase of Services,Grants Revenue Fund,District Attorney,Other Expenses (Not Otherwise Classified),882917.51
2013,Purchase of Services,General Operating Fund,Health,Other Expenses (Not Otherwise Classified),300000
2013,Purchase of Services,General Operating Fund,Human Services,Other Expenses (Not Otherwise Classified),421.71
2013,Purchase of Services,Grants Revenue Fund,Human Services,Other Expenses (Not Otherwise Classified),1843.81
2013,Purchase of Services,General Operating Fund,Managing Director,Other Expenses (Not Otherwise Classified),432889.68
2013,Purchase of Services,General Operating Fund,Mayor-Office of The Inspector General,Other Expenses (Not Otherwise Classified),101.5
2013,Purchase of Services,Grants Revenue Fund,Mayor's Office,Other Expenses (Not Otherwise Classified),1500
2013,Purchase of Services,Grants Revenue Fund,Police,Other Expenses (Not Otherwise Classified),23355
2013,Purchase of Services,General Operating Fund,Sheriff,Other Expenses (Not Otherwise Classified),1615.7
2013,Materials and Supplies,General Operating Fund,1st Judicial District,Other Materials and Supplies (Noc),2016954.84
2013,Materials and Supplies,Grants Revenue Fund,1st Judicial District,Other Materials and Supplies (Noc),519265.68
2013,Materials and Supplies,General Operating Fund,City Representative,Other Materials and Supplies (Noc),9725.4
2013,Materials and Supplies,General Operating Fund,Health,Other Materials and Supplies (Noc),1043
2013,Materials and Supplies,Grants Revenue Fund,Health,Other Materials and Supplies (Noc),31908.22
2013,Materials and Supplies,General Operating Fund,Human Services,Other Materials and Supplies (Noc),461.51
2013,Materials and Supplies,Grants Revenue Fund,Human Services,Other Materials and Supplies (Noc),2224.8
2013,Materials and Supplies,General Operating Fund,Licenses & Inspections,Other Materials and Supplies (Noc),255.2
2013,Materials and Supplies,General Operating Fund,Mayor's Office,Other Materials and Supplies (Noc),1522.68
2013,Materials and Supplies,Water Operating Fund,Water,Other Materials and Supplies (Noc),161.66
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Director of Finance,Other Misc Claims - Non-punitive,1142.45
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Other Misc Claims - Non-punitive,3850
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Revenue,Other Misc Claims - Non-punitive,1000
2013,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Other Misc Claims - Non-punitive,3500
2013,"Contributions, Indemnities, Refunds, Taxes",Airport Operating Fund,Commerce,Other Miscellaneous Claims,1417358.78
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Law,Other Miscellaneous Claims,421999
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Other Miscellaneous Claims,1906.8
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Revenue,Other Miscellaneous Claims,2695.17
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Streets,Other Miscellaneous Claims,456469.44
2013,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Other Miscellaneous Claims,10500
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Art Museum,Other Non-automotive,100000
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Fire,Other Non-automotive,10000
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Health,Other Non-automotive,85000
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Office of Supportive Housing,Other Non-automotive,10000
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Other Non-automotive,532500
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Prisons,Other Non-automotive,46000
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Public Property,Other Non-automotive,1039000
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Public Property,Other Non-automotive,35500
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Recreation,Other Non-automotive,1051228
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Streets,Other Non-automotive,1943015.28
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Streets,Other Non-automotive,10755.63
2013,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Other Non-automotive,646573.69
2013,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Other Non-automotive,17000
2013,"Contributions, Indemnities, Refunds, Taxes",Airport Operating Fund,Commerce,Other Non-automotive/non-punitive,847.37
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Fire,Other Non-automotive/non-punitive,1736.55
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Licenses & Inspections,Other Non-automotive/non-punitive,300
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Managing Director,Other Non-automotive/non-punitive,2318
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Police,Other Non-automotive/non-punitive,15402.99
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Prisons,Other Non-automotive/non-punitive,6248.09
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Recreation,Other Non-automotive/non-punitive,6000
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Recreation,Other Non-automotive/non-punitive,26978.87
2013,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Streets,Other Non-automotive/non-punitive,23743.65
2013,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Other Non-automotive/non-punitive,10796
2013,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Other Water Cases,42859
2013,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Other Water Cases-non-punitive Dam,38531
2013,Purchase of Services,Airport Operating Fund,Commerce,Overtime Meals,8494.22
2013,Purchase of Services,General Operating Fund,District Attorney,Overtime Meals,1608.78
2013,Purchase of Services,Grants Revenue Fund,District Attorney,Overtime Meals,3766
2013,Purchase of Services,General Operating Fund,Law,Overtime Meals,1248.65
2013,Purchase of Services,Water Operating Fund,Law,Overtime Meals,27.1
2013,Purchase of Services,General Operating Fund,Police,Overtime Meals,358086.22
2013,Personal Services,General Operating Fund,Police,Overtime-2.5x Hourly Rate,470722.85
2013,Personal Services,Airport Operating Fund,Police,Overtime-2.5x Hourly Rate,1231.88
2013,Personal Services,General Operating Fund,1st Judicial District,Overtime-civilian,113886.88
2013,Personal Services,Grants Revenue Fund,1st Judicial District,Overtime-civilian,57670.42
2013,Personal Services,General Operating Fund,Atwater Kent Museum,Overtime-civilian,1937.13
2013,Personal Services,General Operating Fund,Board of Licenses & Inspections,Overtime-civilian,33.26
2013,Personal Services,General Operating Fund,City Commissioners,Overtime-civilian,1061085.14
2013,Personal Services,Grants Revenue Fund,City Commissioners,Overtime-civilian,44342.75
2013,Personal Services,General Operating Fund,City Controller,Overtime-civilian,58828.58
2013,Personal Services,General Operating Fund,City Council,Overtime-civilian,5866.28
2013,Personal Services,General Operating Fund,City Representative,Overtime-civilian,2189.83
2013,Personal Services,General Operating Fund,Commerce,Overtime-civilian,449.05
2013,Personal Services,Airport Operating Fund,Commerce,Overtime-civilian,4284845.3
2013,Personal Services,General Operating Fund,Director of Finance,Overtime-civilian,25428.34
2013,Personal Services,General Operating Fund,District Attorney,Overtime-civilian,28001.59
2013,Personal Services,Grants Revenue Fund,District Attorney,Overtime-civilian,379705.45
2013,Personal Services,General Operating Fund,Fire,Overtime-civilian,757312.89
2013,Personal Services,Grants Revenue Fund,Fire,Overtime-civilian,3111.53
2013,Personal Services,General Operating Fund,Fleet Management,Overtime-civilian,2473469.11
2013,Personal Services,Water Operating Fund,Fleet Management,Overtime-civilian,342322.83
2013,Personal Services,Airport Operating Fund,Fleet Management,Overtime-civilian,228271.12
2013,Personal Services,General Operating Fund,Free Library,Overtime-civilian,1097006.51
2013,Personal Services,Grants Revenue Fund,Free Library,Overtime-civilian,46528.86
2013,Personal Services,General Operating Fund,Health,Overtime-civilian,2548625.64
2013,Personal Services,Grants Revenue Fund,Health,Overtime-civilian,213092.78
2013,Personal Services,Acute Care Hospital Assessment Fund,Health,Overtime-civilian,19872.91
2013,Personal Services,General Operating Fund,Human Services,Overtime-civilian,1226644.95
2013,Personal Services,Grants Revenue Fund,Human Services,Overtime-civilian,8755645.95
2013,Personal Services,General Operating Fund,Law,Overtime-civilian,42.84
2013,Personal Services,General Operating Fund,Licenses & Inspections,Overtime-civilian,569964.16
2013,Personal Services,Community Development Fund,Licenses & Inspections,Overtime-civilian,80868.09
2013,Personal Services,General Operating Fund,Managing Director,Overtime-civilian,406365.09
2013,Personal Services,General Operating Fund,Mayor's Office,Overtime-civilian,102.28
2013,Personal Services,Grants Revenue Fund,Mayor's Office-Community Services,Overtime-civilian,1372.08
2013,Personal Services,General Operating Fund,Mayor's Office-Labor Relations,Overtime-civilian,3731.58
2013,Personal Services,General Operating Fund,Mayors Office-Mural Arts Program,Overtime-civilian,8659.81
2013,Personal Services,General Operating Fund,MDO-Office of Technology,Overtime-civilian,607010.46
2013,Personal Services,Water Operating Fund,MDO-Office of Technology,Overtime-civilian,40444.81
2013,Personal Services,Grants Revenue Fund,MDO-Office of Technology,Overtime-civilian,90
2013,Personal Services,Airport Operating Fund,MDO-Office of Technology,Overtime-civilian,637.55
2013,Personal Services,Community Development Fund,Office of Housing,Overtime-civilian,13972.51
2013,Personal Services,General Operating Fund,Office of Beh Health & Int Disab Services,Overtime-civilian,3490.97
2013,Personal Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Overtime-civilian,137092.95
2013,Personal Services,General Operating Fund,Office of Property Assessments,Overtime-civilian,5084.49
2013,Personal Services,General Operating Fund,Office of Supportive Housing,Overtime-civilian,193520.74
2013,Personal Services,General Operating Fund,Personnel,Overtime-civilian,36261.21
2013,Personal Services,General Operating Fund,Police,Overtime-civilian,2505479.69
2013,Personal Services,Grants Revenue Fund,Police,Overtime-civilian,483232.88
2013,Personal Services,Airport Operating Fund,Police,Overtime-civilian,9615.89
2013,Personal Services,General Operating Fund,Prisons,Overtime-civilian,1164495.25
2013,Personal Services,General Operating Fund,Procurement,Overtime-civilian,1189.08
2013,Personal Services,Water Operating Fund,Procurement,Overtime-civilian,53.89
2013,Personal Services,General Operating Fund,Public Property,Overtime-civilian,647429.98
2013,Personal Services,General Operating Fund,Records,Overtime-civilian,198541.29
2013,Personal Services,General Operating Fund,Recreation,Overtime-civilian,3019732.37
2013,Personal Services,Grants Revenue Fund,Recreation,Overtime-civilian,22499.67
2013,Personal Services,General Operating Fund,Revenue,Overtime-civilian,284616.21
2013,Personal Services,Water Operating Fund,Revenue,Overtime-civilian,652341.59
2013,Personal Services,General Operating Fund,Sheriff,Overtime-civilian,3227620.49
2013,Personal Services,General Operating Fund,Streets,Overtime-civilian,8303745.84
2013,Personal Services,County Liquid Fuels Tax Fund,Streets,Overtime-civilian,394031.32
2013,Personal Services,Special Gasoline Tax Fund,Streets,Overtime-civilian,619546.84
2013,Personal Services,Grants Revenue Fund,Streets,Overtime-civilian,9728.6
2013,Personal Services,Water Operating Fund,Water,Overtime-civilian,11840495.69
2013,Personal Services,Airport Operating Fund,Commerce,Overtime/shift-dual/relief,394785.33
2013,Personal Services,General Operating Fund,Fleet Management,Overtime/shift-dual/relief,212389.33
2013,Personal Services,Water Operating Fund,Fleet Management,Overtime/shift-dual/relief,44574.49
2013,Personal Services,Airport Operating Fund,Fleet Management,Overtime/shift-dual/relief,1822.87
2013,Personal Services,General Operating Fund,Health,Overtime/shift-dual/relief,10625.31
2013,Personal Services,General Operating Fund,Human Services,Overtime/shift-dual/relief,101.76
2013,Personal Services,Grants Revenue Fund,Human Services,Overtime/shift-dual/relief,2105.26
2013,Personal Services,General Operating Fund,Police,Overtime/shift-dual/relief,8174.04
2013,Personal Services,General Operating Fund,Prisons,Overtime/shift-dual/relief,32815320.35
2013,Personal Services,General Operating Fund,Recreation,Overtime/shift-dual/relief,19926.28
2013,Personal Services,General Operating Fund,Streets,Overtime/shift-dual/relief,428829.13
2013,Personal Services,County Liquid Fuels Tax Fund,Streets,Overtime/shift-dual/relief,41652.51
2013,Personal Services,Special Gasoline Tax Fund,Streets,Overtime/shift-dual/relief,58870.54
2013,Personal Services,Grants Revenue Fund,Streets,Overtime/shift-dual/relief,794.48
2013,Personal Services,Water Operating Fund,Water,Overtime/shift-dual/relief,26587.57
2013,Personal Services,General Operating Fund,Fire,Overtime/shift-fire Out of Class,88182.6
2013,Personal Services,Airport Operating Fund,Fire,Overtime/shift-fire Out of Class,5509.87
2013,Personal Services,Airport Operating Fund,Commerce,Overtime/shift-uniform,21256.93
2013,Personal Services,General Operating Fund,District Attorney,Overtime/shift-uniform,199758.34
2013,Personal Services,Grants Revenue Fund,District Attorney,Overtime/shift-uniform,796605.85
2013,Personal Services,General Operating Fund,Fire,Overtime/shift-uniform,32845853.48
2013,Personal Services,Grants Revenue Fund,Fire,Overtime/shift-uniform,626861.87
2013,Personal Services,Airport Operating Fund,Fire,Overtime/shift-uniform,743268.13
2013,Personal Services,General Operating Fund,Managing Director,Overtime/shift-uniform,268899
2013,Personal Services,Grants Revenue Fund,Mayor's Office of Transportation,Overtime/shift-uniform,34434.73
2013,Personal Services,General Operating Fund,Police,Overtime/shift-uniform,41875039.39
2013,Personal Services,Grants Revenue Fund,Police,Overtime/shift-uniform,1529270.27
2013,Personal Services,Airport Operating Fund,Police,Overtime/shift-uniform,2056671.38
2013,Personal Services,General Operating Fund,Recreation,Overtime/shift-uniform,139506.68
2013,Materials and Supplies,Water Operating Fund,Water,Parking Meter and Water Meter,397296.69
2013,Purchase of Services,General Operating Fund,Director of Finance,Payments For Burials and Graves,114025
2013,Purchase of Services,General Operating Fund,Human Services,Payments For Care of Individuals,36350922.32
2013,Purchase of Services,Grants Revenue Fund,Human Services,Payments For Care of Individuals,270548491.7
2013,Purchase of Services,Grants Revenue Fund,Mayor's Office-Community Services,Payments For Care of Individuals,306745.66
2013,Purchase of Services,General Operating Fund,Office of Supportive Housing,Payments For Care of Individuals,25616214.61
2013,Purchase of Services,Grants Revenue Fund,Office of Supportive Housing,Payments For Care of Individuals,5051484.16
2013,Purchase of Services,General Operating Fund,Prisons,Payments For Care of Individuals,15910784.42
2013,Payments to Other Funds,Airport Operating Fund,Commerce,Payments To Capital Projects Fund,2316898.94
2013,Payments to Other Funds,Grants Revenue Fund,District Attorney,Payments To Capital Projects Fund,2000000
2013,Payments to Other Funds,General Operating Fund,Health,Payments To Capital Projects Fund,500000
2013,Payments to Other Funds,Acute Care Hospital Assessment Fund,Health,Payments To Capital Projects Fund,3000000
2013,Payments to Other Funds,Grants Revenue Fund,MDO-Office of Technology,Payments To Capital Projects Fund,523828
2013,Payments to Other Funds,Grants Revenue Fund,Police,Payments To Capital Projects Fund,3070000
2013,Payments to Other Funds,General Operating Fund,Public Property,Payments To Capital Projects Fund,529000
2013,Payments to Other Funds,Water Operating Fund,Water,Payments To Capital Projects Fund,19380010
2013,Payments to Other Funds,Undistributed Pension Funds,Board of Pensions,Payments To General Fund,179565.19
2013,Payments to Other Funds,Grants Revenue Fund,City Commissioners,Payments To General Fund,23573.92
2013,Payments to Other Funds,Grants Revenue Fund,City Planning Commission,Payments To General Fund,318.4
2013,Payments to Other Funds,Airport Operating Fund,Commerce,Payments To General Fund,3927972
2013,Payments to Other Funds,Grants Revenue Fund,Health,Payments To General Fund,451024.39
2013,Payments to Other Funds,Grants Revenue Fund,MDO-Office of Technology,Payments To General Fund,26748700.3
2013,Payments to Other Funds,Community Development Fund,Office of Housing,Payments To General Fund,19994.68
2013,Payments to Other Funds,Healthchoices Behavioral Health Fund,Office of Beh Health & Int Disab Services,Payments To General Fund,300000
2013,Payments to Other Funds,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Payments To General Fund,71049.52
2013,Payments to Other Funds,County Liquid Fuels Tax Fund,Streets,Payments To General Fund,18670
2013,Payments to Other Funds,Special Gasoline Tax Fund,Streets,Payments To General Fund,20000
2013,Payments to Other Funds,Water Operating Fund,Water,Payments To General Fund,10792914
2013,Payments to Other Funds,Water Residual Fund,Water,Payments To General Fund,560156.08
2013,Payments to Other Funds,General Operating Fund,Office of Housing,Payments To Grants Revenue Fund,320191
2013,Payments to Other Funds,Airport Operating Fund,Commerce,Payments To Other Funds,500000
2013,Payments to Other Funds,Healthchoices Behavioral Health Fund,Office of Beh Health & Int Disab Services,Payments To Other Funds,1380072.95
2013,Payments to Other Funds,Water Residual Fund,Water,Payments To Other Funds,70538513.21
2013,Payments to Other Funds,General Operating Fund,Public Property,Payments To The Aviation Fund,909426
2013,Payments to Other Funds,Airport Operating Fund,Commerce,Payments To Water Fund,3125300
2013,Payments to Other Funds,General Operating Fund,Fire,Payments To Water Fund,7391000
2013,Payments to Other Funds,General Operating Fund,Public Property,Payments To Water Fund,21816732
2013,Payments to Other Funds,Water Operating Fund,Water,Payments To Water Residual Fund,22833226.31
2013,Personal Services,Grants Revenue Fund,1st Judicial District,Pension-actual,4015699.76
2013,Personal Services,Undistributed Pension Funds,Board of Pensions,Pension-actual,1191609.39
2013,Personal Services,Grants Revenue Fund,City Planning Commission,Pension-actual,4923.75
2013,Personal Services,General Operating Fund,Director of Finance,Pension-actual,422264480.2
2013,Personal Services,Water Operating Fund,Director of Finance,Pension-actual,35507146.67
2013,Personal Services,Special Gasoline Tax Fund,Director of Finance,Pension-actual,500000
2013,Personal Services,Airport Operating Fund,Director of Finance,Pension-actual,20256312.88
2013,Personal Services,Community Development Fund,Director of Finance,Pension-actual,1229411.01
2013,Personal Services,Acute Care Hospital Assessment Fund,Director of Finance,Pension-actual,73853.4
2013,Personal Services,Grants Revenue Fund,District Attorney,Pension-actual,189759.54
2013,Personal Services,Grants Revenue Fund,Fire,Pension-actual,40967.18
2013,Personal Services,Grants Revenue Fund,Free Library,Pension-actual,55005.53
2013,Personal Services,Grants Revenue Fund,Health,Pension-actual,1494635.95
2013,Personal Services,Grants Revenue Fund,Human Services,Pension-actual,14148227.58
2013,Personal Services,Grants Revenue Fund,Licenses & Inspections,Pension-actual,1306.78
2013,Personal Services,Grants Revenue Fund,Managing Director,Pension-actual,1149.61
2013,Personal Services,Grants Revenue Fund,Mayor's Office-Community Services,Pension-actual,118644.74
2013,Personal Services,Grants Revenue Fund,MDO-Office of Technology,Pension-actual,31086.06
2013,Personal Services,Grants Revenue Fund,Office of Housing,Pension-actual,181044.92
2013,Personal Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Pension-actual,3251070.19
2013,Personal Services,Grants Revenue Fund,Police,Pension-actual,128179.15
2013,Personal Services,Grants Revenue Fund,Recreation,Pension-actual,86817.68
2013,Personal Services,Grants Revenue Fund,Streets,Pension-actual,39308.57
2013,Personal Services,Grants Revenue Fund,1st Judicial District,Pension-obligation Bond Payments,581381.06
2013,Personal Services,Undistributed Pension Funds,Board of Pensions,Pension-obligation Bond Payments,626952.74
2013,Personal Services,General Operating Fund,Director of Finance,Pension-obligation Bond Payments,196609859.4
2013,Personal Services,Water Operating Fund,Director of Finance,Pension-obligation Bond Payments,20452251.63
2013,Personal Services,Airport Operating Fund,Director of Finance,Pension-obligation Bond Payments,10109234.37
2013,Personal Services,Community Development Fund,Director of Finance,Pension-obligation Bond Payments,614275.67
2013,Personal Services,Acute Care Hospital Assessment Fund,Director of Finance,Pension-obligation Bond Payments,13077.58
2013,Personal Services,Grants Revenue Fund,District Attorney,Pension-obligation Bond Payments,20410.48
2013,Personal Services,Grants Revenue Fund,Fire,Pension-obligation Bond Payments,10555.85
2013,Personal Services,Grants Revenue Fund,Free Library,Pension-obligation Bond Payments,9009.68
2013,Personal Services,Grants Revenue Fund,Health,Pension-obligation Bond Payments,251314.42
2013,Personal Services,Grants Revenue Fund,Human Services,Pension-obligation Bond Payments,2219701.28
2013,Personal Services,Grants Revenue Fund,Mayor's Office-Community Services,Pension-obligation Bond Payments,8839.34
2013,Personal Services,Grants Revenue Fund,Office of Housing,Pension-obligation Bond Payments,31567.56
2013,Personal Services,Grants Revenue Fund,Office of Beh Health & Int Disab Services,Pension-obligation Bond Payments,614312.41
2013,Personal Services,Grants Revenue Fund,Recreation,Pension-obligation Bond Payments,28285.73
2013,Personal Services,Grants Revenue Fund,Streets,Pension-obligation Bond Payments,6255
2013,Personal Services,General Operating Fund,1st Judicial District,Perm Full Time-civilian,87057329.25
2013,Personal Services,Grants Revenue Fund,1st Judicial District,Perm Full Time-civilian,19015806.84
2013,Personal Services,General Operating Fund,Atwater Kent Museum,Perm Full Time-civilian,217579.79
2013,Personal Services,General Operating Fund,Board of Building Standards,Perm Full Time-civilian,44698.17
2013,Personal Services,General Operating Fund,Board of Ethics,Perm Full Time-civilian,676725.6
2013,Personal Services,General Operating Fund,Board of Licenses & Inspections,Perm Full Time-civilian,84409.65
2013,Personal Services,Undistributed Pension Funds,Board of Pensions,Perm Full Time-civilian,3482067.92
2013,Personal Services,General Operating Fund,Board of Revision of Taxes,Perm Full Time-civilian,480715.82
2013,Personal Services,General Operating Fund,City Commissioners,Perm Full Time-civilian,3430974.97
2013,Personal Services,Grants Revenue Fund,City Commissioners,Perm Full Time-civilian,24614.33
2013,Personal Services,General Operating Fund,City Controller,Perm Full Time-civilian,6308290.12
2013,Personal Services,General Operating Fund,City Council,Perm Full Time-civilian,11336405.37
2013,Personal Services,General Operating Fund,City Planning Commission,Perm Full Time-civilian,2108764.45
2013,Personal Services,Grants Revenue Fund,City Planning Commission,Perm Full Time-civilian,72550.21
2013,Personal Services,Community Development Fund,City Planning Commission,Perm Full Time-civilian,252578.47
2013,Personal Services,General Operating Fund,City Representative,Perm Full Time-civilian,412564.38
2013,Personal Services,General Operating Fund,City Treasurer,Perm Full Time-civilian,752015.86
2013,Personal Services,General Operating Fund,Civil Service Commission,Perm Full Time-civilian,86606.42
2013,Personal Services,General Operating Fund,Commerce,Perm Full Time-civilian,1672964.24
2013,Personal Services,Grants Revenue Fund,Commerce,Perm Full Time-civilian,25106.2
2013,Personal Services,Airport Operating Fund,Commerce,Perm Full Time-civilian,29518674.65
2013,Personal Services,Community Development Fund,Commerce,Perm Full Time-civilian,645901.89
2013,Personal Services,General Operating Fund,Commission On Human Relations,Perm Full Time-civilian,1584600.68
2013,Personal Services,General Operating Fund,Director of Finance,Perm Full Time-civilian,7193102.44
2013,Personal Services,Acute Care Hospital Assessment Fund,Director of Finance,Perm Full Time-civilian,75000
2013,Personal Services,General Operating Fund,District Attorney,Perm Full Time-civilian,25056481.8
2013,Personal Services,Grants Revenue Fund,District Attorney,Perm Full Time-civilian,6289029.01
2013,Personal Services,General Operating Fund,Fire,Perm Full Time-civilian,4466512.05
2013,Personal Services,Grants Revenue Fund,Fire,Perm Full Time-civilian,136880.95
2013,Personal Services,General Operating Fund,Fleet Management,Perm Full Time-civilian,11192647.71
2013,Personal Services,Water Operating Fund,Fleet Management,Perm Full Time-civilian,1892099.35
2013,Personal Services,Airport Operating Fund,Fleet Management,Perm Full Time-civilian,952251.17
2013,Personal Services,General Operating Fund,Free Library,Perm Full Time-civilian,26283779.54
2013,Personal Services,Grants Revenue Fund,Free Library,Perm Full Time-civilian,1177662.3
2013,Personal Services,General Operating Fund,Health,Perm Full Time-civilian,33062422.6
