FY,Character_Title,Fund_Title,Department_Title,SubObjTitle,budget
2014,Purchase of Services,General Operating Fund,Fleet Management,Cleaning and Laundering,61920
2014,Equipment,General Operating Fund,Fleet Management,Computer Equipment & Peripherals,16916
2014,Equipment,General Operating Fund,Fleet Management,"Construction, Dredging, Conveying",2296
2014,Materials and Supplies,General Operating Fund,Fleet Management,Dry Goods/notions/wearing Apparel,128986
2014,Personal Services,General Operating Fund,Fleet Management,Dual/relief-full time-civilian,1293366
2014,Purchase of Services,General Operating Fund,Fleet Management,Dues,2168
2014,Materials and Supplies,General Operating Fund,Fleet Management,Electrical and Communication,1999
2014,Equipment,General Operating Fund,Fleet Management,Electrical Lighting Communication,3077
2014,Materials and Supplies,General Operating Fund,Fleet Management,Fire Fighting and Safety,10479
2014,Equipment,General Operating Fund,Fleet Management,Furniture and Furnishings,26215
2014,Materials and Supplies,General Operating Fund,Fleet Management,Gasoline,11198152
2014,Equipment,General Operating Fund,Fleet Management,General Equipment and Machinery,148277
2014,Materials and Supplies,General Operating Fund,Fleet Management,General Hardware and Minor Tools,32653
2014,Personal Services,General Operating Fund,Fleet Management,"Holiday ""G""(2/3 Shift) Dual/relief",12242
2014,Personal Services,General Operating Fund,Fleet Management,"Holiday ""G""(2/3 Shifts)",123127
2014,Materials and Supplies,General Operating Fund,Fleet Management,Hospital and Laboratory,3024
2014,Purchase of Services,General Operating Fund,Fleet Management,Information Technology-prof Service,170181
2014,Purchase of Services,General Operating Fund,Fleet Management,Insurance and official Bonds,11666
2014,Purchase of Services,General Operating Fund,Fleet Management,Janitorial Services,219332
2014,Materials and Supplies,General Operating Fund,Fleet Management,"Janitorial, Laundry and Household",67743
2014,Purchase of Services,General Operating Fund,Fleet Management,Lease Purchase -- Vehicles,4483192
2014,Purchase of Services,General Operating Fund,Fleet Management,Licenses Permits Inspection Charges,76130
2014,Materials and Supplies,General Operating Fund,Fleet Management,Lubricants,541768
2014,Materials and Supplies,General Operating Fund,Fleet Management,Motor Vehicle Parts and Accessories,8291548
2014,Equipment,General Operating Fund,Fleet Management,Office Equipment,2935
2014,Materials and Supplies,General Operating Fund,Fleet Management,Office Materials and Supplies,26316
2014,Personal Services,General Operating Fund,Fleet Management,Overtime-civilian,2637613
2014,Personal Services,General Operating Fund,Fleet Management,Overtime/shift-dual/relief,265241
2014,Personal Services,General Operating Fund,Fleet Management,Perm Full Time-civilian,11141337
2014,Materials and Supplies,General Operating Fund,Fleet Management,Plumbing/air Conditioning/space Htg,906
2014,Personal Services,General Operating Fund,Fleet Management,Plus/minus Gross Adj,122939
2014,Purchase of Services,General Operating Fund,Fleet Management,Postage,971
2014,Materials and Supplies,General Operating Fund,Fleet Management,"Precision, Photographic and Artists",19065
2014,Materials and Supplies,General Operating Fund,Fleet Management,Printing,367
2014,Purchase of Services,General Operating Fund,Fleet Management,Professional Consult/spec Services,333255
2014,Personal Services,General Operating Fund,Fleet Management,Reg 32-rate 1,30
2014,Purchase of Services,General Operating Fund,Fleet Management,Rental of Parking Spaces,369988
2014,Purchase of Services,General Operating Fund,Fleet Management,Rents,100081
2014,Purchase of Services,General Operating Fund,Fleet Management,Repair and Maintenance Charges,3498660
2014,Personal Services,General Operating Fund,Fleet Management,Salary Control,113445
2014,Purchase of Services,General Operating Fund,Fleet Management,Seminar and Training Sessions,9112
2014,Personal Services,General Operating Fund,Fleet Management,Shift,68992
2014,Personal Services,General Operating Fund,Fleet Management,Sick Pay(b Time)-civilian,30517
2014,Materials and Supplies,General Operating Fund,Fleet Management,Small Power Tools and Hand Tools,80600
2014,Purchase of Services,General Operating Fund,Fleet Management,Telephone,2723
2014,Personal Services,General Operating Fund,Fleet Management,Temporary/seasonal,31455
2014,Purchase of Services,General Operating Fund,Fleet Management,Transportation,6000
2014,Equipment,General Operating Fund,Fleet Management,Vehicles -- Motor and Motorless,8064994
2014,Materials and Supplies,Water Operating Fund,Fleet Management,#2 Diesel Fuel,1248706
2014,Materials and Supplies,Water Operating Fund,Fleet Management,Books and Other Publications,5073
2014,Materials and Supplies,Water Operating Fund,Fleet Management,Building and Construction,6904
2014,Materials and Supplies,Water Operating Fund,Fleet Management,Chemicals and Gases,5499
2014,Purchase of Services,Water Operating Fund,Fleet Management,Cleaning and Laundering,2919
2014,Equipment,Water Operating Fund,Fleet Management,Computer Equipment & Peripherals,17236
2014,Materials and Supplies,Water Operating Fund,Fleet Management,Dry Goods/notions/wearing Apparel,2766
2014,Personal Services,Water Operating Fund,Fleet Management,Dual/relief-full time-civilian,221922
2014,Materials and Supplies,Water Operating Fund,Fleet Management,Fire Fighting and Safety,2111
2014,Equipment,Water Operating Fund,Fleet Management,Furniture and Furnishings,20122
2014,Materials and Supplies,Water Operating Fund,Fleet Management,Gasoline,1120288
2014,Equipment,Water Operating Fund,Fleet Management,General Equipment and Machinery,29932
2014,Materials and Supplies,Water Operating Fund,Fleet Management,General Hardware and Minor Tools,6858
2014,Personal Services,Water Operating Fund,Fleet Management,"Holiday ""G""(2/3 Shift) Dual/relief",146
2014,Personal Services,Water Operating Fund,Fleet Management,"Holiday ""G""(2/3 Shifts)",4231
2014,Purchase of Services,Water Operating Fund,Fleet Management,Information Technology-prof Service,37918
2014,Purchase of Services,Water Operating Fund,Fleet Management,Insurance and official Bonds,4084
2014,Purchase of Services,Water Operating Fund,Fleet Management,Janitorial Services,41599
2014,Materials and Supplies,Water Operating Fund,Fleet Management,"Janitorial, Laundry and Household",62
2014,Purchase of Services,Water Operating Fund,Fleet Management,Licenses Permits Inspection Charges,3340
2014,Materials and Supplies,Water Operating Fund,Fleet Management,Lubricants,84630
2014,Materials and Supplies,Water Operating Fund,Fleet Management,Motor Vehicle Parts and Accessories,1664704
2014,Personal Services,Water Operating Fund,Fleet Management,Overtime-civilian,420736
2014,Personal Services,Water Operating Fund,Fleet Management,Overtime/shift-dual/relief,46631
2014,Personal Services,Water Operating Fund,Fleet Management,Perm Full Time-civilian,1734059
2014,Personal Services,Water Operating Fund,Fleet Management,Plus/minus Gross Adj,33596
2014,Purchase of Services,Water Operating Fund,Fleet Management,Professional Consult/spec Services,16647
2014,Purchase of Services,Water Operating Fund,Fleet Management,Rental of Parking Spaces,118588
2014,Purchase of Services,Water Operating Fund,Fleet Management,Rents,5868
2014,Purchase of Services,Water Operating Fund,Fleet Management,Repair and Maintenance Charges,1207171
2014,Personal Services,Water Operating Fund,Fleet Management,Salary Control,22991
2014,Personal Services,Water Operating Fund,Fleet Management,Shift,13426
2014,Personal Services,Water Operating Fund,Fleet Management,Sick Pay(b Time)-civilian,239
2014,Materials and Supplies,Water Operating Fund,Fleet Management,Small Power Tools and Hand Tools,10935
2014,Purchase of Services,Water Operating Fund,Fleet Management,Telephone,653
2014,Personal Services,Water Operating Fund,Fleet Management,Temporary/seasonal,23307
2014,Materials and Supplies,Airport Operating Fund,Fleet Management,#2 Diesel Fuel,436265
2014,Materials and Supplies,Airport Operating Fund,Fleet Management,Building and Construction,1303
2014,Materials and Supplies,Airport Operating Fund,Fleet Management,Chemicals and Gases,1879
2014,Purchase of Services,Airport Operating Fund,Fleet Management,Cleaning and Laundering,4722
2014,Equipment,Airport Operating Fund,Fleet Management,Computer Equipment & Peripherals,5292
2014,Materials and Supplies,Airport Operating Fund,Fleet Management,Dry Goods/notions/wearing Apparel,871
2014,Personal Services,Airport Operating Fund,Fleet Management,Dual/relief-full time-civilian,56034
2014,Equipment,Airport Operating Fund,Fleet Management,Furniture and Furnishings,2522
2014,Materials and Supplies,Airport Operating Fund,Fleet Management,Gasoline,340922
2014,Equipment,Airport Operating Fund,Fleet Management,General Equipment and Machinery,27253
2014,Materials and Supplies,Airport Operating Fund,Fleet Management,General Hardware and Minor Tools,1222
2014,Personal Services,Airport Operating Fund,Fleet Management,"Holiday ""G""(2/3 Shifts)",12103
2014,Materials and Supplies,Airport Operating Fund,Fleet Management,Hospital and Laboratory,150
2014,Purchase of Services,Airport Operating Fund,Fleet Management,Information Technology-prof Service,13574
2014,Purchase of Services,Airport Operating Fund,Fleet Management,Insurance and official Bonds,660
2014,Purchase of Services,Airport Operating Fund,Fleet Management,Janitorial Services,2965
2014,Purchase of Services,Airport Operating Fund,Fleet Management,Licenses Permits Inspection Charges,2164
2014,Materials and Supplies,Airport Operating Fund,Fleet Management,Lubricants,12534
2014,Materials and Supplies,Airport Operating Fund,Fleet Management,Motor Vehicle Parts and Accessories,607859
2014,Equipment,Airport Operating Fund,Fleet Management,Office Equipment,613
2014,Materials and Supplies,Airport Operating Fund,Fleet Management,Office Materials and Supplies,21
2014,Personal Services,Airport Operating Fund,Fleet Management,Overtime-civilian,332621
2014,Personal Services,Airport Operating Fund,Fleet Management,Overtime/shift-dual/relief,3495
2014,Personal Services,Airport Operating Fund,Fleet Management,Perm Full Time-civilian,811608
2014,Personal Services,Airport Operating Fund,Fleet Management,Plus/minus Gross Adj,3501
2014,Purchase of Services,Airport Operating Fund,Fleet Management,Professional Consult/spec Services,194
2014,Purchase of Services,Airport Operating Fund,Fleet Management,Rental of Parking Spaces,2790
2014,Purchase of Services,Airport Operating Fund,Fleet Management,Rents,4359
2014,Purchase of Services,Airport Operating Fund,Fleet Management,Repair and Maintenance Charges,518039
2014,Personal Services,Airport Operating Fund,Fleet Management,Salary Control,200
2014,Purchase of Services,Airport Operating Fund,Fleet Management,Seminar and Training Sessions,80
2014,Personal Services,Airport Operating Fund,Fleet Management,Shift,7053
2014,Personal Services,Airport Operating Fund,Fleet Management,Sick Pay(b Time)-civilian,958
2014,Materials and Supplies,Airport Operating Fund,Fleet Management,Small Power Tools and Hand Tools,13892
2014,Purchase of Services,Airport Operating Fund,Fleet Management,Telephone,523
2014,Equipment,Airport Operating Fund,Fleet Management,Vehicles -- Motor and Motorless,212123
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Advertising/Promotional Activities,12385
2014,Equipment,General Operating Fund,Licenses & Inspections,Agricultural and Botanical,1556
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Licenses & Inspections,Auto - Motor Vehicle,12500
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Licenses & Inspections,Auto-motor Vehicle/non-punitive Dam,19188
2014,Materials and Supplies,General Operating Fund,Licenses & Inspections,"Bakeshop, Dining Room and Kitchen",182
2014,Personal Services,General Operating Fund,Licenses & Inspections,Board,1500
2014,Materials and Supplies,General Operating Fund,Licenses & Inspections,Books and Other Publications,16881
2014,Materials and Supplies,General Operating Fund,Licenses & Inspections,Building and Construction,50875
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Cleaning and Laundering,225
2014,Equipment,General Operating Fund,Licenses & Inspections,Computer Equipment & Peripherals,13942
2014,Equipment,General Operating Fund,Licenses & Inspections,"Construction, Dredging, Conveying",265
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Court Reporters,17785
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Licenses & Inspections,Demolition Damages,132500
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Licenses & Inspections,Demolition Damages-non-punitive,127500
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Demolition of Buildings,8906444
2014,Materials and Supplies,General Operating Fund,Licenses & Inspections,Dry Goods/notions/wearing Apparel,22612
2014,Personal Services,General Operating Fund,Licenses & Inspections,Dual/relief-full time-civilian,269488
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Dues,4970
2014,Materials and Supplies,General Operating Fund,Licenses & Inspections,Electrical and Communication,2404
2014,Equipment,General Operating Fund,Licenses & Inspections,Electrical Lighting Communication,460
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Licenses & Inspections,Employee Claims-nonworkcomp/non-pun,254
2014,Materials and Supplies,General Operating Fund,Licenses & Inspections,Fire Fighting and Safety,4771
2014,Equipment,General Operating Fund,Licenses & Inspections,Furniture and Furnishings,4644
2014,Materials and Supplies,General Operating Fund,Licenses & Inspections,General Hardware and Minor Tools,3108
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Ground and Building Rental,3500
2014,Personal Services,General Operating Fund,Licenses & Inspections,"Holiday ""G""(2/3 Shifts)",7801
2014,Materials and Supplies,General Operating Fund,Licenses & Inspections,Hospital and Laboratory,264
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Information Technology-prof Service,6438
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Janitorial Services,28250
2014,Materials and Supplies,General Operating Fund,Licenses & Inspections,"Janitorial, Laundry and Household",7211
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Maint/support-computr Hardware/soft,8743
2014,Equipment,General Operating Fund,Licenses & Inspections,Office Equipment,3965
2014,Materials and Supplies,General Operating Fund,Licenses & Inspections,Office Materials and Supplies,83394
2014,Personal Services,General Operating Fund,Licenses & Inspections,Overtime-civilian,864430
2014,Personal Services,General Operating Fund,Licenses & Inspections,Overtime/shift-dual/relief,35918
2014,Personal Services,General Operating Fund,Licenses & Inspections,Perm Full Time-civilian,13095583
2014,Personal Services,General Operating Fund,Licenses & Inspections,Plus/minus Gross Adj,381844
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Postage,166
2014,Equipment,General Operating Fund,Licenses & Inspections,"Precision, Photographic and Artists",5310
2014,Materials and Supplies,General Operating Fund,Licenses & Inspections,"Precision, Photographic and Artists",42265
2014,Materials and Supplies,General Operating Fund,Licenses & Inspections,Printing,33269
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Professional Consult/spec Services,548207
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Purchase Services-imprest Advances,694
2014,Materials and Supplies,General Operating Fund,Licenses & Inspections,Recreational and Educational,1634
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Rental of Parking Spaces,46689
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Rents,18752
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Repair and Maintenance Charges,266047
2014,Personal Services,General Operating Fund,Licenses & Inspections,Salary Control,249723
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Seminar and Training Sessions,79042
2014,Personal Services,General Operating Fund,Licenses & Inspections,Shift,2863
2014,Personal Services,General Operating Fund,Licenses & Inspections,Sick Pay(b Time)-civilian,37170
2014,Materials and Supplies,General Operating Fund,Licenses & Inspections,Small Power Tools and Hand Tools,4558
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Telephone,429
2014,Personal Services,General Operating Fund,Licenses & Inspections,Temporary/seasonal,56616
2014,Purchase of Services,General Operating Fund,Licenses & Inspections,Transportation,151194
2014,Purchase of Services,Grants Revenue Fund,Licenses & Inspections,Demolition of Buildings,162807
2014,Personal Services,Community Development Fund,Licenses & Inspections,"Holiday ""G""(2/3 Shifts)",2997
2014,Personal Services,Community Development Fund,Licenses & Inspections,Overtime-civilian,125800
2014,Personal Services,Community Development Fund,Licenses & Inspections,Perm Full Time-civilian,351457
2014,Personal Services,Community Development Fund,Licenses & Inspections,Plus/minus Gross Adj,7833
2014,Personal Services,Community Development Fund,Licenses & Inspections,Shift,766
2014,Personal Services,Community Development Fund,Licenses & Inspections,Sick Pay(b Time)-civilian,1451
2014,Personal Services,General Operating Fund,Board of Licenses & Inspections,Board,32710
2014,Purchase of Services,General Operating Fund,Board of Licenses & Inspections,Court Reporters,8365
2014,Personal Services,General Operating Fund,Board of Licenses & Inspections,Overtime-civilian,377
2014,Personal Services,General Operating Fund,Board of Licenses & Inspections,Perm Full Time-civilian,91964
2014,Personal Services,General Operating Fund,Board of Licenses & Inspections,Plus/minus Gross Adj,170
2014,Personal Services,General Operating Fund,Board of Licenses & Inspections,Shift,7
2014,Materials and Supplies,Water Operating Fund,Water,#2 Diesel Fuel,210900
2014,Purchase of Services,Water Operating Fund,Water,Abatement of Other Nuisances,8563937
2014,Purchase of Services,Water Operating Fund,Water,Accounting and Auditing Services,22260
2014,Purchase of Services,Water Operating Fund,Water,Advertising/Promotional Activities,68578
2014,Materials and Supplies,Water Operating Fund,Water,Agricultural and Botanical,3789
2014,Equipment,Water Operating Fund,Water,Agricultural and Botanical,37992
2014,Materials and Supplies,Water Operating Fund,Water,"Animal, Livestock and Marine Life",144
2014,Purchase of Services,Water Operating Fund,Water,Arbitration Fees,283387
2014,Purchase of Services,Water Operating Fund,Water,Architectural & Engineering Srvcs,2036726
2014,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Auto - Motor Vehicle,224418
2014,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Auto-motor Vehicle/non-punitive Dam,58003
2014,Materials and Supplies,Water Operating Fund,Water,"Bakeshop, Dining Room and Kitchen",816
2014,Equipment,Water Operating Fund,Water,"Bakeshop, Dining Room and Kitchen",14317
2014,Materials and Supplies,Water Operating Fund,Water,Books and Other Publications,43828
2014,Materials and Supplies,Water Operating Fund,Water,Building and Construction,1928149
2014,Materials and Supplies,Water Operating Fund,Water,Chemicals and Gases,24503043
2014,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Civil Rights,63600
2014,Purchase of Services,Water Operating Fund,Water,Cleaning and Laundering,29375
2014,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Clogged Sewers-non-punitive Damages,62938
2014,Purchase of Services,Water Operating Fund,Water,Commercial off-shelf Comp Software,54228
2014,Equipment,Water Operating Fund,Water,Computer Equipment & Peripherals,1283
2014,Equipment,Water Operating Fund,Water,"Construction, Dredging, Conveying",904
2014,Materials and Supplies,Water Operating Fund,Water,Cordage and Fibers,1331
2014,Materials and Supplies,Water Operating Fund,Water,Dry Goods/notions/wearing Apparel,439316
2014,Personal Services,Water Operating Fund,Water,Dual/relief-full time-civilian,1840790
2014,Purchase of Services,Water Operating Fund,Water,Dues,566545
2014,Purchase of Services,Water Operating Fund,Water,Electric Current-structures/streets,21440579
2014,Materials and Supplies,Water Operating Fund,Water,Electrical and Communication,1548089
2014,Equipment,Water Operating Fund,Water,Electrical Lighting Communication,451477
2014,Purchase of Services,Water Operating Fund,Water,Employee Relocation Expenses,5464
2014,Equipment,Water Operating Fund,Water,Fire Fighting and Emergency,16695
2014,Materials and Supplies,Water Operating Fund,Water,Fire Fighting and Safety,997987
2014,Materials and Supplies,Water Operating Fund,Water,Food,192
2014,Materials and Supplies,Water Operating Fund,Water,Fuel -- Heating and Lighting,376260
2014,Equipment,Water Operating Fund,Water,Furniture and Furnishings,758704
2014,Purchase of Services,Water Operating Fund,Water,Gas Services,3561030
2014,Materials and Supplies,Water Operating Fund,Water,Gasoline,167800
2014,Materials and Supplies,Water Operating Fund,Water,General Equipment and Machinery,2869806
2014,Equipment,Water Operating Fund,Water,General Equipment and Machinery,374182
2014,Materials and Supplies,Water Operating Fund,Water,General Hardware and Minor Tools,363009
2014,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Highway Falls,1431037
2014,Personal Services,Water Operating Fund,Water,"Holiday ""G""(2/3 Shift) Dual/relief",553
2014,Personal Services,Water Operating Fund,Water,"Holiday ""G""(2/3 Shifts)",403111
2014,Materials and Supplies,Water Operating Fund,Water,Hospital and Laboratory,572237
2014,Equipment,Water Operating Fund,Water,Hospital and Laboratory,547998
2014,Purchase of Services,Water Operating Fund,Water,Information Technology-prof Service,200450
2014,Purchase of Services,Water Operating Fund,Water,Insurance and official Bonds,100870
2014,Equipment,Water Operating Fund,Water,Janitorial and Laundry,22514
2014,Purchase of Services,Water Operating Fund,Water,Janitorial Services,83664
2014,Materials and Supplies,Water Operating Fund,Water,"Janitorial, Laundry and Household",271390
2014,Purchase of Services,Water Operating Fund,Water,Lease Payments-phila Municipal Auth,26867752
2014,Purchase of Services,Water Operating Fund,Water,Legal Services,94857
2014,Purchase of Services,Water Operating Fund,Water,Licenses Permits Inspection Charges,113074
2014,Materials and Supplies,Water Operating Fund,Water,Liquid Propane Gas (LPG),38079
2014,Materials and Supplies,Water Operating Fund,Water,Lubricants,38192
2014,Purchase of Services,Water Operating Fund,Water,Maint/support-computr Hardware/soft,611101
2014,Materials and Supplies,Water Operating Fund,Water,Materials & Supplies Control,4808
2014,Purchase of Services,Water Operating Fund,Water,Meals-non-travel & officl Entertain,10736
2014,Materials and Supplies,Water Operating Fund,Water,Motor Vehicle Parts and Accessories,43661
2014,Materials and Supplies,Water Operating Fund,Water,Nautical and Aeronautical,6112
2014,Equipment,Water Operating Fund,Water,Office Equipment,16766
2014,Materials and Supplies,Water Operating Fund,Water,Office Materials and Supplies,204307
2014,Equipment,Water Operating Fund,Water,Other Equipment (Noc),4957
2014,Materials and Supplies,Water Operating Fund,Water,Other Materials and Supplies (Noc),121
2014,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Other Non-automotive,573313
2014,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Other Non-automotive,60000
2014,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Other Non-automotive/non-punitive,77655
2014,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Other Water Cases,14024
2014,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Other Water Cases-non-punitive Dam,22562
2014,Personal Services,Water Operating Fund,Water,Overtime-civilian,13288142
2014,Personal Services,Water Operating Fund,Water,Overtime/shift-dual/relief,25101
2014,Personal Services,Water Operating Fund,Water,Overtime/shift-uniform,17450
2014,Materials and Supplies,Water Operating Fund,Water,Parking Meter and Water Meter,470019
2014,Payments to Other Funds,Water Operating Fund,Water,Payments To Capital Projects Fund,20193500
2014,Payments to Other Funds,Water Operating Fund,Water,Payments To General Fund,7714419
2014,Payments to Other Funds,Water Operating Fund,Water,Payments To Water Rate Stab,22924772
2014,Payments to Other Funds,Water Operating Fund,Water,Payments To Water Residual Fund,24828548
2014,Personal Services,Water Operating Fund,Water,Perm Full Time-civilian,71183382
2014,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Personal Injury,5000
2014,Materials and Supplies,Water Operating Fund,Water,Plumbing/air Conditioning/space Htg,3718940
2014,Equipment,Water Operating Fund,Water,Plumbing/air Conditioning/space Htg,60366
2014,Personal Services,Water Operating Fund,Water,Plus/minus Gross Adj,798365
2014,Purchase of Services,Water Operating Fund,Water,Postage,160605
2014,Equipment,Water Operating Fund,Water,"Precision, Photographic and Artists",111324
2014,Materials and Supplies,Water Operating Fund,Water,"Precision, Photographic and Artists",1603063
2014,Materials and Supplies,Water Operating Fund,Water,Printing,283932
2014,Purchase of Services,Water Operating Fund,Water,Professional Consult/spec Services,36432179
2014,Purchase of Services,Water Operating Fund,Water,Purchase of Services Control,45
2014,Purchase of Services,Water Operating Fund,Water,Purchase Services-imprest Advances,28200
2014,Materials and Supplies,Water Operating Fund,Water,Recreational and Educational,16638
2014,Equipment,Water Operating Fund,Water,Recreational and Educational,177
2014,Purchase of Services,Water Operating Fund,Water,Refuse/garbage/silt/sludge Removal,3061700
2014,Personal Services,Water Operating Fund,Water,Reg 32-rate 1,23
2014,Purchase of Services,Water Operating Fund,Water,Rent/Lease-Purchase Computer Equipment,6720
2014,Purchase of Services,Water Operating Fund,Water,Rents,961635
2014,Purchase of Services,Water Operating Fund,Water,Repair and Maintenance Charges,7186697
2014,Purchase of Services,Water Operating Fund,Water,Repaving Repairing & Resurf Streets,1302921
2014,Personal Services,Water Operating Fund,Water,Salary Control,485167
2014,Purchase of Services,Water Operating Fund,Water,Seminar and Training Sessions,214041
2014,Personal Services,Water Operating Fund,Water,Shift,199316
2014,Personal Services,Water Operating Fund,Water,Sick Pay(b Time)-civilian,205196
2014,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Sidewalk Falls,2025072
2014,Materials and Supplies,Water Operating Fund,Water,Small Power Tools and Hand Tools,393002
2014,Purchase of Services,Water Operating Fund,Water,Street Lighting,189
2014,Purchase of Services,Water Operating Fund,Water,Telephone,8928
2014,Personal Services,Water Operating Fund,Water,Temporary/seasonal,1203040
2014,Purchase of Services,Water Operating Fund,Water,Transportation,102729
2014,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Water Main Breaks,836449
2014,"Contributions, Indemnities, Refunds, Taxes",Water Operating Fund,Water,Water Main Breaks-non-punitive Damg,582027
2014,Payments to Other Funds,Water Residual Fund,Water,Payments To General Fund,400364
2014,Payments to Other Funds,Water Residual Fund,Water,Payments To Other Funds,453596
2014,Personal Services,General Operating Fund,Board of Building Standards,Board,12840
2014,Personal Services,General Operating Fund,Board of Building Standards,Overtime-civilian,348
2014,Personal Services,General Operating Fund,Board of Building Standards,Perm Full Time-civilian,49257
2014,Personal Services,General Operating Fund,Board of Building Standards,Plus/minus Gross Adj,-15
2014,Personal Services,General Operating Fund,Board of Building Standards,Shift,1
2014,Personal Services,General Operating Fund,Zoning Board,Board,109800
2014,Purchase of Services,General Operating Fund,Zoning Board,Court Reporters,34540
2014,Personal Services,General Operating Fund,Zoning Board,Overtime-civilian,952
2014,Personal Services,General Operating Fund,Zoning Board,Perm Full Time-civilian,211446
2014,Personal Services,General Operating Fund,Zoning Board,Plus/minus Gross Adj,354
2014,Materials and Supplies,General Operating Fund,Records,Books and Other Publications,333
2014,Purchase of Services,General Operating Fund,Records,Commercial off-shelf Comp Software,20684
2014,Equipment,General Operating Fund,Records,Computer Equipment & Peripherals,63724
2014,Purchase of Services,General Operating Fund,Records,Dues,5224
2014,Materials and Supplies,General Operating Fund,Records,Electrical and Communication,1967
2014,Materials and Supplies,General Operating Fund,Records,Food,77
2014,Equipment,General Operating Fund,Records,Furniture and Furnishings,365
2014,Materials and Supplies,General Operating Fund,Records,General Hardware and Minor Tools,28
2014,Personal Services,General Operating Fund,Records,"Holiday ""G""(2/3 Shifts)",197
2014,Purchase of Services,General Operating Fund,Records,Information Technology-prof Service,475000
2014,Materials and Supplies,General Operating Fund,Records,"Janitorial, Laundry and Household",419
2014,Purchase of Services,General Operating Fund,Records,Maint/support-computr Hardware/soft,212228
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Records,Meritorious Awards,1456
2014,Equipment,General Operating Fund,Records,Office Equipment,1852
2014,Materials and Supplies,General Operating Fund,Records,Office Materials and Supplies,40249
2014,Personal Services,General Operating Fund,Records,Overtime-civilian,174304
2014,Personal Services,General Operating Fund,Records,Perm Full Time-civilian,2383196
2014,Personal Services,General Operating Fund,Records,Plus/minus Gross Adj,63061
2014,Purchase of Services,General Operating Fund,Records,Postage,1882
2014,Materials and Supplies,General Operating Fund,Records,"Precision, Photographic and Artists",28023
2014,Materials and Supplies,General Operating Fund,Records,Printing,6266
2014,Purchase of Services,General Operating Fund,Records,Professional Consult/spec Services,733102
2014,Purchase of Services,General Operating Fund,Records,Purchase Services-imprest Advances,2786
2014,Purchase of Services,General Operating Fund,Records,Rents,606
2014,Purchase of Services,General Operating Fund,Records,Repair and Maintenance Charges,83843
2014,Personal Services,General Operating Fund,Records,Salary Control,15226
2014,Personal Services,General Operating Fund,Records,Shift,1436
2014,Personal Services,General Operating Fund,Records,Temporary/seasonal,21621
2014,Purchase of Services,General Operating Fund,Records,Transportation,710
2014,Personal Services,General Operating Fund,Historical Commission,Board,2520
2014,Materials and Supplies,General Operating Fund,Historical Commission,Office Materials and Supplies,691
2014,Personal Services,General Operating Fund,Historical Commission,Perm Full Time-civilian,337827
2014,Personal Services,General Operating Fund,Historical Commission,Plus/minus Gross Adj,4003
2014,Materials and Supplies,General Operating Fund,Historical Commission,Printing,98
2014,Purchase of Services,General Operating Fund,Historical Commission,Repair and Maintenance Charges,863
2014,Personal Services,General Operating Fund,Historical Commission,Salary Control,3622
2014,Purchase of Services,General Operating Fund,Historical Commission,Transportation,80
2014,"Contributions, Indemnities, Refunds, Taxes",General Operating Fund,Art Museum,Contributions-gov & Non-prof Not Ed,2550000
